client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
1141,Amex,Credit,382984229682656,2012-12-01,950,NO,1,9400,2004-06-01,2011
1213,Discover,Credit,6856082880767970,2021-01-01,86,YES,1,12300,2004-06-01,2013
437,Mastercard,Debit,5745854957552320,2023-08-01,938,YES,2,27687,2004-06-01,2007
1340,Mastercard,Debit,5056109817639740,2021-08-01,165,YES,1,18462,2004-06-01,2007
494,Mastercard,Credit,5445638120890620,2021-10-01,265,YES,2,13500,2004-06-01,2014
440,Mastercard,Debit,5432650033328110,2023-04-01,920,YES,2,5307,2004-06-01,2010
552,Mastercard,Debit,5115906061769120,2022-12-01,219,YES,2,18627,2004-06-01,2010
139,Mastercard,Debit (Prepaid),5271307942784930,2016-02-01,888,YES,1,86,2004-06-01,2006
996,Visa,Debit,4813292561037470,2005-07-01,979,YES,2,16167,2004-06-01,2009
1684,Visa,Credit,4814691024249330,2022-01-01,424,YES,1,5700,2004-06-01,2012
1508,Visa,Debit,4609477454357080,2022-01-01,347,YES,2,12150,2004-06-01,2008
1156,Visa,Debit,4129256843458770,2022-08-01,936,YES,2,88743,2004-06-01,2010
1248,Visa,Debit,4737713633389780,2008-11-01,17,YES,1,14725,2004-06-01,2008
1229,Visa,Credit,4751829096986110,2019-02-01,153,YES,2,7600,2004-06-01,2010
5,Visa,Debit,4062156976910800,2024-10-01,305,NO,2,12286,2004-06-01,2013
419,Visa,Debit,4580608927025360,2007-01-01,312,YES,2,18089,2004-06-01,2009
699,Amex,Credit,361232830727034,2022-08-01,626,YES,1,9500,2005-06-01,2005
831,Discover,Credit,6343000201050370,2020-06-01,991,YES,1,8300,2005-06-01,2013
1075,Mastercard,Debit,5202477865497330,2022-04-01,861,YES,1,29964,2005-06-01,2014
1910,Mastercard,Debit,5465784735932040,2021-08-01,490,YES,1,10764,2005-06-01,2007
1259,Mastercard,Debit,5681560415834990,2021-04-01,699,YES,2,141391,2005-06-01,2005
282,Mastercard,Debit,5420156044028720,2020-03-01,391,NO,1,10059,2005-06-01,2014
1712,Mastercard,Debit,5526616116382740,2021-10-01,600,YES,1,21205,2005-06-01,2010
868,Mastercard,Credit,5925756786369210,2010-06-01,556,NO,1,6800,2005-06-01,2009
1971,Mastercard,Debit,5670267603066030,2020-02-01,875,YES,1,17474,2005-06-01,2015
69,Mastercard,Debit,5707448794545760,2024-06-01,39,YES,2,6817,2005-06-01,2016
1697,Mastercard,Debit,5868327296481310,2023-01-01,32,YES,2,18721,2005-06-01,2009
1725,Mastercard,Debit,5197218235211410,2021-01-01,955,YES,2,30950,2005-06-01,2020
1846,Mastercard,Credit,5762316813851480,2022-10-01,722,NO,1,6900,2005-06-01,2012
2,Mastercard,Credit,5191615123045320,2020-11-01,485,YES,1,7400,2005-06-01,2011
779,Mastercard,Debit,5510063639324750,2012-06-01,587,YES,2,12698,2005-06-01,2010
1913,Visa,Debit,4082503635321960,2008-04-01,947,NO,2,21370,2005-06-01,2010
1559,Visa,Debit,4714754243202450,2022-12-01,297,YES,2,33539,2005-06-01,2018
186,Visa,Credit,4219906676806330,2015-09-01,998,YES,2,8900,2005-06-01,2011
1669,Visa,Debit,4739603201770870,2023-07-01,48,YES,2,2572,2005-06-01,2010
1670,Visa,Credit,4281818687372220,2020-11-01,956,YES,1,15100,2005-06-01,2011
1916,Visa,Debit (Prepaid),4541177168542350,2021-02-01,768,NO,1,64,2005-06-01,2014
1694,Visa,Credit,4867107450868590,2024-05-01,494,YES,1,16900,2005-06-01,2014
392,Visa,Debit (Prepaid),4935298479806410,2022-08-01,570,YES,2,32,2005-06-01,2012
1082,Visa,Credit,4609569293297680,2020-07-01,165,YES,2,10600,2005-06-01,2017
1195,Discover,Credit,6308747644809110,2021-10-01,62,YES,1,11300,2006-06-01,2012
996,Mastercard,Debit,5691123059106640,2024-08-01,190,YES,2,18861,2006-06-01,2011
820,Mastercard,Debit (Prepaid),5416807432483550,2013-08-01,557,YES,2,66,2006-06-01,2010
578,Mastercard,Debit,5639231472661420,2006-06-01,482,YES,1,17167,2006-06-01,2007
94,Mastercard,Debit,5468915979157790,2007-05-01,571,YES,2,17007,2006-06-01,2009
1324,Mastercard,Credit,5465005714822980,2020-08-01,676,YES,2,10400,2006-06-01,2006
1876,Mastercard,Debit,5986700523468550,2020-12-01,317,YES,1,21552,2006-06-01,2006
1271,Mastercard,Debit (Prepaid),5525521386256140,2016-11-01,10,YES,2,33,2006-06-01,2013
1963,Mastercard,Debit,5735308019363320,2024-02-01,502,YES,1,25297,2006-06-01,2006
1295,Mastercard,Debit,5253054637336990,2020-05-01,162,YES,2,11382,2006-06-01,2009
1709,Mastercard,Debit,5109330727953240,2023-12-01,947,YES,2,13461,2006-06-01,2010
1515,Mastercard,Debit (Prepaid),5823790653455970,2021-02-01,850,YES,3,29,2006-06-01,2012
982,Mastercard,Debit,5809911164005510,2013-04-01,820,YES,1,21358,2006-06-01,2010
1840,Mastercard,Debit,5359109609282450,2023-05-01,933,YES,2,21701,2006-06-01,2007
1537,Mastercard,Debit (Prepaid),5031314717836440,2023-01-01,860,YES,2,51,2006-06-01,2006
1262,Mastercard,Debit,5384973024512820,2022-04-01,569,YES,1,15702,2006-06-01,2007
1514,Mastercard,Credit,5382732373960610,2016-02-01,56,YES,2,10900,2006-06-01,2012
583,Mastercard,Debit,5799169833597040,2021-01-01,85,YES,1,3483,2006-06-01,2013
1937,Mastercard,Debit,5663910895753020,2024-08-01,385,YES,2,12212,2006-06-01,2006
809,Mastercard,Debit,5751825449090350,2018-10-01,741,YES,1,31696,2006-06-01,2015
1520,Visa,Debit,4185031026466050,2018-01-01,48,YES,2,24544,2006-06-01,2013
951,Visa,Debit,4717280495507380,2012-03-01,268,YES,1,8374,2006-06-01,2010
296,Visa,Debit (Prepaid),4237846626072610,2023-08-01,204,NO,2,87,2006-06-01,2006
692,Visa,Debit,4048124341417310,2021-10-01,117,YES,2,35649,2006-06-01,2011
1228,Visa,Debit,4200226929304950,2022-01-01,587,YES,1,17536,2006-06-01,2007
1091,Visa,Debit,4561951091545890,2022-08-01,691,YES,1,21744,2006-06-01,2011
7,Visa,Debit (Prepaid),4738669769696350,2022-08-01,376,YES,1,25,2006-06-01,2013
1735,Visa,Debit,4497189555825930,2015-05-01,378,YES,2,7320,2006-06-01,2015
866,Amex,Credit,399832211170214,2024-11-01,984,YES,1,4500,2007-06-01,2007
1636,Amex,Credit,354505344407390,2020-04-01,793,YES,1,6900,2007-06-01,2008
1810,Amex,Credit,358698367361738,2023-11-01,803,YES,2,7900,2007-06-01,2017
170,Amex,Credit,332511890564170,2022-05-01,728,YES,1,11400,2007-06-01,2007
551,Discover,Credit,6207684045556320,2008-06-01,297,YES,2,400,2007-06-01,2010
34,Mastercard,Debit (Prepaid),5672012369002300,2020-02-01,598,YES,2,105,2007-06-01,2013
1997,Mastercard,Debit,5145075395048640,2020-07-01,818,YES,2,17257,2007-06-01,2007
530,Mastercard,Debit,5919043204819590,2020-02-01,711,NO,2,15061,2007-06-01,2007
99,Mastercard,Debit,5133994303927340,2012-07-01,12,YES,1,25177,2007-06-01,2012
1029,Mastercard,Debit,5044033311360210,2012-04-01,274,YES,2,12760,2007-06-01,2009
1131,Mastercard,Credit,5677631162329480,2007-11-01,707,YES,2,18200,2007-06-01,2008
619,Mastercard,Debit,5531418228277730,2021-06-01,20,YES,2,33319,2007-06-01,2010
553,Mastercard,Debit,5821391213524430,2023-10-01,652,NO,2,14475,2007-06-01,2009
790,Mastercard,Debit,5422967140573110,2012-03-01,803,YES,1,23632,2007-06-01,2009
1911,Mastercard,Debit (Prepaid),5958774087904380,2008-03-01,758,YES,1,82,2007-06-01,2009
259,Mastercard,Debit,5738274444891250,2023-04-01,253,YES,2,14388,2007-06-01,2007
1037,Mastercard,Debit,5281988379479420,2020-04-01,313,YES,2,4230,2007-06-01,2008
375,Mastercard,Debit,5492294137017690,2012-08-01,745,YES,2,22137,2007-06-01,2007
1811,Mastercard,Debit,5978884065247070,2024-10-01,708,YES,2,96637,2007-06-01,2007
898,Visa,Debit,4447989421793040,2022-03-01,995,YES,2,1266,2007-06-01,2012
1511,Visa,Debit,4725438629956460,2022-06-01,675,YES,1,24806,2007-06-01,2007
1987,Visa,Credit,4325487328684540,2009-02-01,692,YES,2,18300,2007-06-01,2010
1390,Visa,Credit,4936982658166180,2021-02-01,521,NO,2,13600,2007-06-01,2007
1951,Visa,Debit,4667539931017680,2020-10-01,724,YES,2,36548,2007-06-01,2015
721,Visa,Debit,4093356206877400,2021-06-01,202,YES,1,8400,2007-06-01,2008
1209,Visa,Debit,4274911965973650,2020-12-01,786,YES,1,27091,2007-06-01,2018
190,Visa,Debit,4685370244169280,2022-04-01,311,YES,2,7946,2007-06-01,2014
1963,Visa,Debit,4714171193381620,2024-11-01,214,YES,1,18384,2007-06-01,2009
1369,Visa,Credit,4182511939315930,2020-11-01,806,YES,2,9000,2007-06-01,2009
801,Visa,Credit,4093859688530590,2022-07-01,643,YES,2,7100,2007-06-01,2007
1967,Visa,Debit,4738213924782740,2020-09-01,383,YES,2,38120,2007-06-01,2011
723,Visa,Debit (Prepaid),4455523301338730,2021-05-01,617,YES,1,65,2007-06-01,2008
62,Visa,Debit,4228336071745120,2023-06-01,445,NO,1,1559,2007-06-01,2010
1247,Visa,Debit,4303658032034980,2023-04-01,673,YES,2,16764,2007-06-01,2007
1962,Visa,Credit,4415046745142820,2011-06-01,166,NO,1,21000,2007-06-01,2015
1237,Visa,Debit,4925352341824320,2023-09-01,570,YES,2,5646,2007-06-01,2019
784,Amex,Credit,374653971503597,2023-08-01,358,YES,2,15400,2008-06-01,2015
1861,Amex,Credit,335960480212340,2021-01-01,29,YES,1,17300,2008-06-01,2013
634,Amex,Credit,355152345366905,2022-01-01,511,YES,1,11100,2008-06-01,2016
948,Discover,Credit,6167888794302870,2011-05-01,138,YES,1,7900,2008-06-01,2013
1874,Mastercard,Debit,5429789020188280,2012-10-01,674,YES,1,17872,2008-06-01,2008
165,Mastercard,Debit (Prepaid),5874195902667110,2023-04-01,206,YES,2,61,2008-06-01,2015
346,Mastercard,Debit (Prepaid),5511433440463500,2023-12-01,463,NO,2,86,2008-06-01,2010
519,Mastercard,Debit,5167739038207670,2020-02-01,35,YES,1,12353,2008-06-01,2008
1945,Mastercard,Debit,5131116413550840,2024-03-01,615,YES,1,11712,2008-06-01,2019
1067,Mastercard,Debit,5309046764363180,2013-01-01,336,YES,2,14576,2008-06-01,2011
1459,Mastercard,Debit,5197434740318520,2023-08-01,239,NO,2,12708,2008-06-01,2008
320,Mastercard,Debit,5421302444823980,2024-09-01,889,NO,2,15292,2008-06-01,2011
1583,Mastercard,Debit (Prepaid),5277291731808520,2023-10-01,656,NO,1,63,2008-06-01,2010
1561,Mastercard,Credit,5551931585131530,2021-04-01,846,YES,1,17900,2008-06-01,2010
1209,Mastercard,Debit (Prepaid),5771648554583820,2020-08-01,775,YES,1,76,2008-06-01,2014
480,Mastercard,Credit,5732115154614430,2022-01-01,821,YES,2,24800,2008-06-01,2013
1169,Mastercard,Debit,5148179955768340,2013-01-01,502,YES,2,3095,2008-06-01,2012
1636,Mastercard,Credit,5891980090129640,2024-05-01,843,YES,1,5600,2008-06-01,2011
726,Mastercard,Debit,5620945785367030,2022-12-01,723,YES,1,12868,2008-06-01,2011
1470,Mastercard,Debit,5205886351948910,2023-08-01,839,YES,1,5989,2008-06-01,2014
1472,Mastercard,Debit (Prepaid),5403035493529590,2024-10-01,879,YES,2,38,2008-06-01,2013
638,Mastercard,Debit,5854204096882080,2023-12-01,551,YES,2,10274,2008-06-01,2008
1827,Mastercard,Credit,5765181164708250,2022-02-01,980,YES,2,13500,2008-06-01,2008
672,Mastercard,Debit,5302317645406580,2012-02-01,347,YES,1,9397,2008-06-01,2010
1417,Mastercard,Debit,5164497134993110,2021-09-01,490,YES,1,28815,2008-06-01,2015
114,Mastercard,Debit,5563288095981740,2023-07-01,711,YES,2,27447,2008-06-01,2010
1983,Mastercard,Credit,5634102457746990,2020-02-01,250,YES,1,17700,2008-06-01,2009
246,Visa,Credit,4021539917884480,2018-08-01,497,YES,1,22500,2008-06-01,2010
1883,Visa,Credit,4971073775593250,2016-11-01,354,YES,2,13900,2008-06-01,2008
665,Visa,Debit,4528444090805860,2022-01-01,349,YES,2,7233,2008-06-01,2011
1210,Visa,Debit,4389969412017990,2020-12-01,347,YES,1,26982,2008-06-01,2008
216,Visa,Debit (Prepaid),4685370690710090,2024-03-01,450,YES,1,86,2008-06-01,2010
10,Visa,Debit,4236022081985700,2016-10-01,326,YES,2,44390,2008-06-01,2009
516,Visa,Debit,4975809545606400,2020-07-01,799,YES,2,14611,2008-06-01,2008
1682,Visa,Debit,4404150274692590,2022-03-01,155,YES,1,23452,2008-06-01,2011
1682,Visa,Credit,4892298386279580,2013-01-01,50,YES,1,13500,2008-06-01,2008
1504,Visa,Debit,4320358361635020,2013-10-01,729,YES,2,16064,2008-06-01,2011
917,Visa,Debit,4191974309505450,2018-01-01,802,YES,2,17314,2008-06-01,2014
618,Visa,Debit,4377250779161290,2024-02-01,393,YES,1,12496,2008-06-01,2010
900,Amex,Credit,347103137777594,2022-12-01,791,YES,2,4900,2009-06-01,2009
4,Amex,Credit,353090863754405,2014-03-01,451,YES,1,19300,2009-06-01,2018
597,Amex,Credit,309433518890778,2023-08-01,534,YES,1,27500,2009-06-01,2009
1920,Amex,Credit,347590336473806,2021-08-01,561,YES,1,8200,2009-06-01,2013
847,Discover,Credit,6133343341617020,2010-12-01,252,NO,2,9700,2009-06-01,2011
84,Mastercard,Debit,5754695413159460,2024-01-01,939,NO,1,3384,2009-06-01,2009
1818,Mastercard,Debit,5630819721997630,2021-03-01,160,YES,2,23691,2009-06-01,2015
477,Mastercard,Debit (Prepaid),5452849951871910,2020-04-01,510,YES,2,35,2009-06-01,2009
636,Mastercard,Debit,5898219587988120,2022-08-01,295,YES,2,8882,2009-06-01,2015
728,Mastercard,Debit,5554817119459370,2010-05-01,894,YES,2,10909,2009-06-01,2009
1259,Mastercard,Debit (Prepaid),5018503647518450,2022-06-01,319,YES,1,62,2009-06-01,2009
148,Mastercard,Debit,5074266637803820,2017-03-01,211,YES,2,17471,2009-06-01,2012
1885,Mastercard,Debit,5077515394309070,2018-12-01,216,YES,1,21895,2009-06-01,2009
740,Mastercard,Debit,5153811866078710,2017-01-01,115,YES,2,2172,2009-06-01,2017
1358,Mastercard,Debit (Prepaid),5722130479224540,2020-05-01,447,YES,1,80,2009-06-01,2012
1081,Mastercard,Credit,5741278205602110,2024-01-01,414,YES,1,10400,2009-06-01,2010
496,Mastercard,Debit,5432833513022590,2020-11-01,312,YES,2,2727,2009-06-01,2014
1203,Mastercard,Debit (Prepaid),5640678853508820,2023-03-01,57,YES,2,70,2009-06-01,2009
794,Mastercard,Debit,5794165239075450,2011-01-01,465,YES,2,11164,2009-06-01,2010
726,Mastercard,Debit,5932422810479250,2020-02-01,180,YES,1,27773,2009-06-01,2012
1505,Mastercard,Debit,5060989844010070,2021-02-01,181,NO,1,27847,2009-06-01,2011
430,Mastercard,Debit (Prepaid),5203903413139230,2023-08-01,495,NO,2,130,2009-06-01,2009
604,Mastercard,Debit,5400936415005050,2024-11-01,816,YES,2,33158,2009-06-01,2013
1678,Mastercard,Debit,5240082203312520,2021-05-01,393,YES,1,25027,2009-06-01,2009
1412,Mastercard,Debit,5818161374881410,2014-06-01,212,NO,2,10404,2009-06-01,2010
1577,Mastercard,Debit,5764651900129900,2024-03-01,596,YES,1,2037,2009-06-01,2013
1659,Mastercard,Debit,5642115649403350,2020-03-01,731,YES,1,23082,2009-06-01,2009
566,Mastercard,Credit,5578674156872450,2023-02-01,118,YES,1,11000,2009-06-01,2009
1758,Visa,Debit,4053406246662200,2020-09-01,491,YES,2,13514,2009-06-01,2018
345,Visa,Credit,4346937080498800,2024-09-01,769,YES,3,7900,2009-06-01,2009
285,Visa,Debit (Prepaid),4099931530727550,2022-02-01,393,YES,1,65,2009-06-01,2009
846,Visa,Credit,4518067619451760,2020-06-01,429,YES,2,0,2009-06-01,2011
1644,Visa,Credit,4715738219735930,2023-07-01,643,YES,1,10900,2009-06-01,2009
844,Visa,Credit,4150285670737080,2013-05-01,896,YES,1,10000,2009-06-01,2016
509,Visa,Debit,4119030099012880,2022-08-01,613,YES,2,25292,2009-06-01,2009
1083,Visa,Debit,4275554691937660,2010-02-01,49,YES,2,5511,2009-06-01,2012
92,Visa,Debit,4130167694765130,2024-06-01,299,YES,1,34123,2009-06-01,2009
1507,Visa,Debit,4613081576154860,2020-05-01,531,NO,2,19171,2009-06-01,2013
1651,Visa,Credit,4274011202694030,2022-06-01,289,YES,2,25400,2009-06-01,2012
1245,Visa,Credit,4110883178370890,2024-04-01,317,YES,1,9900,2009-06-01,2009
497,Visa,Credit,4995171731187340,2024-07-01,745,YES,1,11800,2009-06-01,2012
371,Visa,Debit,4175643298974570,2022-02-01,790,YES,2,27382,2009-06-01,2014
1084,Visa,Debit,4105025447291570,2023-07-01,810,YES,1,35268,2009-06-01,2009
976,Visa,Debit,4440574696341640,2020-04-01,962,NO,2,17145,2009-06-01,2010
48,Visa,Debit,4456924264973450,2024-03-01,483,YES,2,10099,2009-06-01,2013
921,Visa,Debit,4319734914723870,2020-05-01,720,YES,1,35073,2009-06-01,2009
172,Visa,Debit,4366055356305420,2021-06-01,186,YES,1,17815,2009-06-01,2010
1562,Visa,Debit (Prepaid),4881855799456120,2022-02-01,637,YES,1,0,2009-06-01,2012
105,Visa,Credit,4754007965044970,2021-01-01,604,YES,1,10700,2009-06-01,2013
1535,Visa,Credit,4086767707930240,2019-06-01,906,YES,2,9200,2009-06-01,2009
880,Amex,Credit,338000149804579,2013-09-01,657,YES,1,9500,2010-06-01,2014
434,Amex,Credit,386984033021293,2021-01-01,449,YES,2,15500,2010-06-01,2012
1370,Amex,Credit,354174665165986,2023-02-01,490,YES,2,25100,2010-06-01,2010
1746,Mastercard,Debit (Prepaid),5711382187309320,2020-11-01,722,YES,2,54,2010-06-01,2015
1219,Mastercard,Debit,5096150037217370,2024-10-01,862,YES,1,32903,2010-06-01,2010
882,Mastercard,Debit,5707305515533510,2020-04-01,203,YES,2,1837,2010-06-01,2010
1394,Mastercard,Debit,5542638681640100,2016-06-01,555,YES,1,19597,2010-06-01,2010
1283,Mastercard,Credit,5293527173763220,2023-04-01,542,YES,1,12800,2010-06-01,2012
112,Mastercard,Debit,5374280583814630,2024-12-01,56,NO,2,13245,2010-06-01,2012
1029,Mastercard,Debit,5986920336497200,2023-09-01,114,NO,2,15894,2010-06-01,2010
1050,Mastercard,Debit,5254337924232890,2024-07-01,93,YES,2,10224,2010-06-01,2016
1675,Mastercard,Debit,5418223001029970,2021-06-01,550,NO,2,33746,2010-06-01,2010
648,Mastercard,Credit,5409476939542310,2020-01-01,683,YES,1,9200,2010-06-01,2010
32,Mastercard,Debit,5694871166428050,2020-12-01,965,NO,2,11121,2010-06-01,2013
1503,Mastercard,Debit,5527540454179730,2023-09-01,594,YES,2,15552,2010-06-01,2014
849,Mastercard,Debit,5311017800546220,2013-09-01,133,YES,1,14889,2010-06-01,2011
550,Mastercard,Debit (Prepaid),5463279277464700,2021-01-01,63,YES,2,99,2010-06-01,2011
1563,Mastercard,Credit,5377821284992060,2022-11-01,138,YES,1,2900,2010-06-01,2010
859,Mastercard,Debit,5947211336145070,2024-03-01,807,YES,2,16783,2010-06-01,2011
71,Mastercard,Credit,5344072434039620,2012-05-01,462,YES,2,9100,2010-06-01,2016
1982,Mastercard,Debit,5919565574478940,2024-10-01,306,YES,1,24638,2010-06-01,2010
895,Mastercard,Debit,5670044732419720,2024-05-01,368,NO,2,12100,2010-06-01,2015
106,Mastercard,Debit,5834792674235700,2022-05-01,402,YES,1,9471,2010-06-01,2011
1472,Mastercard,Debit,5352913241091950,2018-03-01,231,YES,1,25236,2010-06-01,2011
1504,Mastercard,Credit,5039473078606410,2024-09-01,356,YES,1,6000,2010-06-01,2011
1089,Mastercard,Debit (Prepaid),5992452355066260,2010-07-01,255,YES,1,68,2010-06-01,2011
391,Mastercard,Debit,5021628982108620,2024-08-01,87,YES,1,11812,2010-06-01,2010
1493,Visa,Credit,4642496218651970,2018-04-01,594,YES,1,14400,2010-06-01,2012
370,Visa,Debit,4015096339812700,2023-02-01,494,YES,1,8509,2010-06-01,2010
792,Visa,Debit (Prepaid),4073696489940420,2020-04-01,274,YES,2,81,2010-06-01,2010
746,Visa,Credit,4795565502176660,2021-01-01,731,YES,2,6700,2010-06-01,2011
1728,Visa,Credit,4209145697099680,2022-10-01,498,YES,2,10900,2010-06-01,2013
650,Visa,Credit,4534523963991460,2022-11-01,855,YES,1,3800,2010-06-01,2011
875,Visa,Credit,4016664416211100,2024-05-01,840,YES,1,7600,2010-06-01,2010
1540,Visa,Credit,4495172888223800,2023-12-01,269,YES,2,13200,2010-06-01,2011
288,Visa,Debit,4495057265994440,2022-01-01,846,YES,2,1112,2010-06-01,2010
1063,Visa,Credit,4724626131573860,2023-06-01,408,YES,1,9300,2010-06-01,2010
1615,Visa,Debit,4279264771451570,2020-02-01,378,YES,2,13637,2010-06-01,2012
944,Visa,Credit,4582418773157210,2021-12-01,935,NO,1,25500,2010-06-01,2012
1241,Visa,Debit,4617983811742100,2023-03-01,469,YES,2,9335,2010-06-01,2010
1710,Visa,Credit,4945896135256780,2021-05-01,82,YES,1,11700,2010-06-01,2014
61,Visa,Debit,4873170994873040,2021-12-01,510,YES,2,19264,2010-06-01,2010
1577,Visa,Debit,4991364969575720,2021-01-01,244,YES,2,21999,2010-06-01,2015
228,Visa,Credit,4213207721993380,2023-01-01,746,YES,1,1700,2010-06-01,2010
1642,Visa,Credit,4941217468452960,2015-03-01,160,YES,2,12200,2010-06-01,2010
1091,Visa,Credit,4724864981660920,2024-08-01,403,NO,1,12700,2010-06-01,2013
1508,Amex,Credit,377302862567108,2024-02-01,524,YES,1,8700,2011-06-01,2011
1006,Amex,Credit,375781387847037,2021-09-01,910,YES,1,10900,2011-06-01,2011
1609,Amex,Credit,339792898644120,2023-06-01,936,YES,1,16100,2011-06-01,2011
1347,Amex,Credit,343289673294707,2021-02-01,678,YES,2,13100,2011-06-01,2011
612,Discover,Credit,6459832607723470,2021-03-01,613,YES,2,9300,2011-06-01,2011
46,Mastercard,Debit,5718393085724650,2022-11-01,117,YES,2,24191,2011-06-01,2011
1564,Mastercard,Debit,5158754138100900,2024-07-01,813,YES,1,15820,2011-06-01,2011
1227,Mastercard,Debit (Prepaid),5072595305260450,2021-01-01,519,YES,1,67,2011-06-01,2011
808,Mastercard,Debit,5868987765320420,2024-01-01,849,YES,2,11930,2011-06-01,2011
869,Mastercard,Debit,5737557443858190,2020-11-01,462,YES,2,17602,2011-06-01,2011
1213,Mastercard,Debit (Prepaid),5849967926572940,2021-02-01,649,YES,1,67,2011-06-01,2011
899,Mastercard,Debit,5972582186298210,2016-02-01,369,NO,1,22172,2011-06-01,2016
249,Mastercard,Debit,5920164874148880,2022-05-01,535,YES,2,14725,2011-06-01,2011
502,Mastercard,Debit,5031093004521440,2023-07-01,834,NO,1,415,2011-06-01,2013
1843,Mastercard,Debit,5247241630893010,2020-02-01,285,YES,2,12189,2011-06-01,2011
343,Mastercard,Credit,5806194988137540,2021-10-01,655,YES,2,12300,2011-06-01,2011
1398,Mastercard,Credit,5061425671526060,2022-09-01,21,NO,1,20100,2011-06-01,2012
1725,Mastercard,Debit,5810332499908320,2024-12-01,932,YES,1,14056,2011-06-01,2011
864,Mastercard,Credit,5766890677028200,2022-12-01,9,YES,3,5700,2011-06-01,2011
287,Mastercard,Debit,5291762862057500,2020-10-01,269,YES,1,26425,2011-06-01,2011
173,Mastercard,Debit,5072626821657970,2022-08-01,701,YES,2,14701,2011-06-01,2011
1032,Mastercard,Debit (Prepaid),5759154405195540,2023-08-01,644,YES,2,8,2011-06-01,2011
1931,Visa,Credit,4333340134035070,2024-03-01,27,YES,1,17300,2011-06-01,2011
1495,Visa,Debit,4211342868154020,2019-04-01,108,YES,1,42241,2011-06-01,2012
1376,Visa,Debit,4888780238652710,2022-01-01,905,YES,2,22641,2011-06-01,2011
770,Visa,Credit,4380773389755660,2013-04-01,71,YES,1,16800,2011-06-01,2011
860,Visa,Debit,4695286118783920,2011-12-01,601,YES,1,21885,2011-06-01,2011
1820,Visa,Debit,4111163314027060,2023-04-01,851,YES,1,16726,2011-06-01,2011
1154,Visa,Debit,4762563612895670,2014-11-01,466,YES,2,24835,2011-06-01,2011
921,Visa,Debit,4226627955079710,2024-10-01,874,YES,1,24069,2011-06-01,2011
380,Visa,Credit,4018146556727350,2023-05-01,544,NO,2,8000,2011-06-01,2011
1577,Visa,Credit,4816860056537330,2022-11-01,197,YES,1,10100,2011-06-01,2014
1659,Visa,Credit,4445565501557710,2020-09-01,474,YES,2,12700,2011-06-01,2011
634,Visa,Debit,4397605575320990,2023-07-01,634,YES,1,37620,2011-06-01,2011
1463,Amex,Credit,386623237356858,2023-09-01,553,NO,1,5100,2012-06-01,2012
1684,Mastercard,Debit,5287533090911330,2014-04-01,946,YES,1,13756,2012-06-01,2012
1584,Mastercard,Debit,5824919835337530,2021-10-01,975,YES,1,14539,2012-06-01,2012
1227,Mastercard,Credit,5923231174018250,2021-11-01,392,YES,2,13500,2012-06-01,2012
1513,Mastercard,Credit,5257923747690160,2020-11-01,547,YES,2,8900,2012-06-01,2012
564,Mastercard,Debit,5943272696356190,2016-03-01,746,YES,2,14179,2012-06-01,2012
832,Mastercard,Credit,5218196083865150,2024-10-01,647,YES,1,10900,2012-06-01,2012
949,Mastercard,Credit,5272390505326900,2022-06-01,137,YES,2,8000,2012-06-01,2012
1421,Mastercard,Debit,5757503231654920,2021-07-01,514,YES,1,17993,2012-06-01,2012
385,Mastercard,Debit,5399594843051410,2023-08-01,813,NO,1,29219,2012-06-01,2012
516,Mastercard,Debit,5442707945484980,2021-11-01,434,YES,1,16679,2012-06-01,2012
1476,Mastercard,Debit,5568197772676110,2012-12-01,676,YES,1,27569,2012-06-01,2012
348,Visa,Credit,4877073763902890,2014-07-01,786,YES,2,13300,2012-06-01,2012
519,Visa,Debit (Prepaid),4031459906447370,2018-04-01,0,YES,1,72,2012-06-01,2012
1467,Visa,Debit,4479897458047270,2024-12-01,411,YES,1,24498,2012-06-01,2012
118,Visa,Debit,4142110459052350,2024-09-01,112,YES,1,20653,2012-06-01,2012
120,Visa,Credit,4275721419388990,2012-08-01,125,YES,1,14000,2012-06-01,2012
449,Visa,Debit,4345910488111900,2020-02-01,867,YES,1,14277,2012-06-01,2012
1429,Visa,Debit,4981608124910360,2024-02-01,782,YES,1,18223,2012-06-01,2012
1258,Visa,Debit,4709355283958400,2022-11-01,7,NO,1,14484,2012-06-01,2012
932,Amex,Credit,313704088925690,2021-09-01,425,YES,2,6100,2013-06-01,2013
1492,Mastercard,Debit,5891053637541510,2022-02-01,362,YES,2,23049,2013-06-01,2013
1024,Mastercard,Debit,5847313041147610,2024-06-01,574,YES,1,33103,2013-06-01,2013
1594,Mastercard,Debit,5384502220541940,2023-12-01,809,YES,1,22420,2013-06-01,2013
891,Mastercard,Debit,5128543726124440,2018-12-01,303,YES,1,11037,2013-06-01,2013
359,Mastercard,Debit (Prepaid),5317204750431750,2024-05-01,412,YES,1,59,2013-06-01,2013
1903,Mastercard,Debit,5809711099663260,2020-05-01,678,YES,1,54517,2013-06-01,2013
162,Mastercard,Credit,5475237541011910,2014-02-01,774,YES,1,16700,2013-06-01,2013
1854,Mastercard,Credit,5510232749503630,2020-06-01,400,YES,1,7200,2013-06-01,2013
